Flight,F-IATA,F-City,F-Country,F-Term,F-Time,T-IATA,T-City,T-Country,T-Term,T-Time,Distance,Duration
EZY2810,EFL,Kefalonia,Greece,,23:00,BRS,Bristol,United Kingdom,,08 Jun 00:35,1488,215
EZY2813,BRS,Bristol,United Kingdom,,15:30,HER,Crete Heraklion,Greece,,21:30,1771,240
EZY2814,HER,Crete Heraklion,Greece,,22:25,BRS,Bristol,United Kingdom,,08 Jun 00:35,1771,250
EZY2815,BRS,Bristol,United Kingdom,,06:00,PVK,Preveza,Greece,,11:25,1401,205
EZY2816,PVK,Preveza,Greece,,12:05,BRS,Bristol,United Kingdom,,13:40,1488,215
EZY2841,BRS,Bristol,United Kingdom,,13:00,MXP,Milan Malpensa,Italy,T2,16:05,669,125
EZY2842,MXP,Milan Malpensa,Italy,T2,16:35,BRS,Bristol,United Kingdom,,17:40,669,125
EZY2857,BRS,Bristol,United Kingdom,,15:05,AYT,Antalya,Turkey,Terminal 2,21:35,1974,270
EZY2858,AYT,Antalya,Turkey,Terminal 2,22:30,BRS,Bristol,United Kingdom,,08 Jun 01:15,2032,285
EZY2893,BRS,Bristol,United Kingdom,,06:10,DBV,Dubrovnik,Croatia,,10:00,1053,170
EZY2894,DBV,Dubrovnik,Croatia,,10:45,BRS,Bristol,United Kingdom,,12:40,1073,175
EZY3003,BFS,Belfast Intl,United Kingdom,,17:25,IBZ,Ibiza,Spain,,21:25,1171,180
EZY3004,IBZ,Ibiza,Spain,,22:00,BFS,Belfast Intl,United Kingdom,,23:50,1053,170
EZY3059,BFS,Belfast Intl,United Kingdom,,13:55,AYT,Antalya,Turkey,Terminal 2,20:40,2032,285
EZY3060,AYT,Antalya,Turkey,Terminal 2,21:30,BFS,Belfast Intl,United Kingdom,,08 Jun 00:40,1892,310
EZY3141,GLA,Glasgow,United Kingdom,,11:15,SPU,Split,Croatia,,15:15,1171,180
EZY3142,SPU,Split,Croatia,,15:55,GLA,Glasgow,United Kingdom,,18:05,1297,190
EZY3167,GLA,Glasgow,United Kingdom,,13:55,DLM,Dalaman,Turkey,,20:30,1933,275
EZY3168,DLM,Dalaman,Turkey,,21:20,GLA,Glasgow,United Kingdom,,08 Jun 00:15,2167,295
EZY3249,EDI,Edinburgh,United Kingdom,,06:00,LYS,Lyon,France,T1,09:15,797,135
EZY3250,LYS,Lyon,France,T1,09:45,EDI,Edinburgh,United Kingdom,,11:00,797,135
EZY3283,EDI,Edinburgh,United Kingdom,,15:25,BJV,Bodrum,Turkey,Terminal 1,21:55,1934,270
EZY3284,BJV,Bodrum,Turkey,Terminal 1,22:45,EDI,Edinburgh,United Kingdom,,08 Jun 01:20,1934,275
EZY3285,EDI,Edinburgh,United Kingdom,,13:40,AYT,Antalya,Turkey,Terminal 2,20:25,2032,285
EZY3286,AYT,Antalya,Turkey,Terminal 2,21:25,EDI,Edinburgh,United Kingdom,,08 Jun 00:25,1966,300
EZY3315,EDI,Edinburgh,United Kingdom,,07:15,KEF,Reykjavik Keflavik,Iceland,,08:40,863,145
EZY3316,KEF,Reykjavik Keflavik,Iceland,,09:20,EDI,Edinburgh,United Kingdom,,12:40,863,140
EZY3317,EDI,Edinburgh,United Kingdom,,14:10,PFO,Cyprus Paphos,Cyprus,,21:20,2237,310
EZY3318,PFO,Cyprus Paphos,Cyprus,,22:00,EDI,Edinburgh,United Kingdom,,08 Jun 01:15,2237,315
EZY3363,LPL,Liverpool,United Kingdom,,16:45,ACE,Lanzarote,Spain,,21:05,1769,200
EZY3364,ACE,Lanzarote,Spain,,21:45,LPL,Liverpool,United Kingdom,,08 Jun 01:50,1769,305
EZY3401,LPL,Liverpool,United Kingdom,,07:05,AYT,Antalya,Turkey,Terminal 2,13:30,1864,265
EZY3402,AYT,Antalya,Turkey,Terminal 2,14:30,LPL,Liverpool,United Kingdom,,17:30,1966,300
EZY3545,MXP,Milan Malpensa,Italy,T2,13:35,CTA,Sicily Catania,Italy,Terminal C,15:30,652,115
EZY3546,CTA,Sicily Catania,Italy,Terminal C,16:05,MXP,Milan Malpensa,Italy,T2,18:00,652,115
EZY3577,MXP,Milan Malpensa,Italy,T2,11:05,NAP,Naples,Italy,,12:30,431,85
EZY3578,NAP,Naples,Italy,,13:05,MXP,Milan Malpensa,Italy,T2,14:35,431,90
EZY3665,MXP,Milan Malpensa,Italy,T2,11:20,JMK,Mykonos,Greece,,14:55,1028,155
EZY3666,JMK,Mykonos,Greece,,15:40,MXP,Milan Malpensa,Italy,T2,17:25,1028,165
EZY3743,MXP,Milan Malpensa,Italy,T2,06:45,AGP,Malaga,Spain,,09:20,924,155
EZY3744,AGP,Malaga,Spain,,10:10,MXP,Milan Malpensa,Italy,T2,12:45,924,155
EZY3873,MXP,Milan Malpensa,Italy,T2,17:30,LIS,Lisbon,Portugal,T1,19:20,1028,170
EZY3874,LIS,Lisbon,Portugal,T1,20:10,MXP,Milan Malpensa,Italy,T2,23:50,1028,160
EZY4113,NAP,Naples,Italy,,10:20,OLB,Sardinia Olbia,Italy,Terminal 1,11:30,284,70
EZY4114,OLB,Sardinia Olbia,Italy,Terminal 1,12:05,NAP,Naples,Italy,,13:05,202,60
EZY4157,NAP,Naples,Italy,,06:05,JMK,Mykonos,Greece,,08:50,538,105
EZY4158,JMK,Mykonos,Greece,,09:30,NAP,Naples,Italy,,10:25,588,115
EZY4187,NAP,Naples,Italy,,07:20,LYS,Lyon,France,T1,09:10,575,110
EZY4188,LYS,Lyon,France,T1,09:45,NAP,Naples,Italy,,11:30,538,105
EZY4233,NAP,Naples,Italy,,10:05,AMS,Amsterdam,Netherlands,,12:45,966,160
EZY4234,AMS,Amsterdam,Netherlands,,07:05,NAP,Naples,Italy,,09:30,827,145
EZY4255,NAP,Naples,Italy,,16:15,DBV,Dubrovnik,Croatia,,17:15,202,60
EZY4256,DBV,Dubrovnik,Croatia,,18:00,NAP,Naples,Italy,,18:55,179,55
EZY4267,NAP,Naples,Italy,,07:00,BHX,Birmingham,United Kingdom,,09:05,1194,185
EZY4268,BHX,Birmingham,United Kingdom,,09:45,NAP,Naples,Italy,,13:35,1053,170
EZY4385,LYS,Lyon,France,T1,14:20,TFS,Tenerife South,Spain,,17:35,1708,255
EZY4386,TFS,Tenerife South,Spain,,18:15,LYS,Lyon,France,T1,23:10,1708,235
EZY4411,LYS,Lyon,France,T1,11:45,PMO,Sicily Palermo,Italy,,13:35,575,110
EZY4412,PMO,Sicily Palermo,Italy,,14:10,LYS,Lyon,France,T1,16:05,588,115
EZY4549,CDG,Paris Charles de Gaulle,France,,07:50,BRI,Bari,Italy,,10:20,880,150
EZY4550,BRI,Bari,Italy,,10:55,CDG,Paris Charles de Gaulle,France,,13:30,880,155
EZY4591,CDG,Paris Charles de Gaulle,France,,11:10,LIS,Lisbon,Portugal,T1,12:50,914,160
EZY4592,LIS,Lisbon,Portugal,T1,13:35,CDG,Paris Charles de Gaulle,France,,17:10,914,155
EZY4645,CDG,Paris Charles de Gaulle,France,,08:35,MAN,Manchester,United Kingdom,Terminal 1,09:05,399,90
EZY4646,MAN,Manchester,United Kingdom,Terminal 1,18:35,CDG,Paris Charles de Gaulle,France,,21:05,399,90
EZY4703,NTE,Nantes,France,,10:25,NCE,Nice,France,Terminal 2,12:00,492,95
EZY4704,NCE,Nice,France,Terminal 2,12:30,NTE,Nantes,France,,14:05,492,95
EZY4743,NTE,Nantes,France,,10:30,FCO,Rome Fiumicino,Italy,Terminal 3,12:45,777,135
EZY4744,FCO,Rome Fiumicino,Italy,Terminal 3,13:20,NTE,Nantes,France,,15:45,777,145
EZY5007,BER,Berlin Brandenburg,Germany,Terminal 1,15:10,HER,Crete Heraklion,Greece,,19:30,1378,200
EZY5008,HER,Crete Heraklion,Greece,,20:15,BER,Berlin Brandenburg,Germany,Terminal 1,22:15,1171,180
EZY5013,BER,Berlin Brandenburg,Germany,Terminal 1,09:20,RHO,Rhodes,Greece,,13:40,1378,200
EZY5014,RHO,Rhodes,Greece,,14:20,BER,Berlin Brandenburg,Germany,Terminal 1,17:00,1453,220
EZY505,LPL,Liverpool,United Kingdom,,12:05,BFS,Belfast Intl,United Kingdom,,12:55,165,50
EZY506,BFS,Belfast Intl,United Kingdom,,17:10,LPL,Liverpool,United Kingdom,,18:00,165,50
EZY5081,BER,Berlin Brandenburg,Germany,Terminal 1,16:10,FCO,Rome Fiumicino,Italy,Terminal 3,18:25,769,135
EZY5082,FCO,Rome Fiumicino,Italy,Terminal 3,19:00,BER,Berlin Brandenburg,Germany,Terminal 1,21:15,769,135
EZY5111,BER,Berlin Brandenburg,Germany,Terminal 1,10:40,LPA,Gran Canaria,Spain,,14:55,1779,255
EZY5112,LPA,Gran Canaria,Spain,,15:35,BER,Berlin Brandenburg,Germany,Terminal 1,21:40,2246,365
EZY5113,BER,Berlin Brandenburg,Germany,Terminal 1,11:20,TFS,Tenerife South,Spain,,15:45,2292,325
EZY5114,TFS,Tenerife South,Spain,,16:25,BER,Berlin Brandenburg,Germany,Terminal 1,22:45,2292,320
EZY525,LPL,Liverpool,United Kingdom,,07:00,JER,Jersey,Jersey,,08:10,287,70
EZY526,JER,Jersey,Jersey,,08:40,LPL,Liverpool,United Kingdom,,09:45,287,65
EZY609,LTN,London Luton,United Kingdom,,07:00,GLA,Glasgow,United Kingdom,,08:20,322,80
EZY610,GLA,Glasgow,United Kingdom,,08:50,LTN,London Luton,United Kingdom,,10:05,322,75
EZY6439,LGW,London Gatwick,United Kingdom,South Terminal,07:40,SVQ,Seville,Spain,,11:20,989,160
EZY6440,SVQ,Seville,Spain,,12:00,LGW,London Gatwick,United Kingdom,South Terminal,13:45,989,165
EZY6445,LGW,London Gatwick,United Kingdom,South Terminal,13:05,NBE,Enfidha - Hammamet,Tunisia,,16:15,1297,190
EZY6446,NBE,Enfidha - Hammamet,Tunisia,,17:05,LGW,London Gatwick,United Kingdom,South Terminal,20:15,1297,190
EZY6481,LGW,London Gatwick,United Kingdom,South Terminal,13:15,PVK,Preveza,Greece,,18:35,1378,200
EZY6482,PVK,Preveza,Greece,,19:50,LGW,London Gatwick,United Kingdom,South Terminal,21:15,1401,205
EZY6493,LGW,London Gatwick,United Kingdom,South Terminal,07:45,MAH,Menorca Mahon,Spain,,11:10,808,145
EZY6494,MAH,Menorca Mahon,Spain,,11:50,LGW,London Gatwick,United Kingdom,South Terminal,13:15,808,145
EZY6551,LGW,London Gatwick,United Kingdom,South Terminal,19:15,IOM,Isle of Man,United Kingdom,Terminal 1,20:35,276,80
EZY6552,IOM,Isle of Man,United Kingdom,Terminal 1,21:05,LGW,London Gatwick,United Kingdom,South Terminal,22:20,276,75
EZY6557,LGW,London Gatwick,United Kingdom,South Terminal,12:30,VCE,Venice Marco Polo,Italy,,15:40,696,130
EZY6558,VCE,Venice Marco Polo,Italy,,16:15,LGW,London Gatwick,United Kingdom,South Terminal,17:30,696,135
EZY6715,LIS,Lisbon,Portugal,T1,19:25,IBZ,Ibiza,Spain,,22:10,538,105
EZY6716,IBZ,Ibiza,Spain,,22:55,LIS,Lisbon,Portugal,T1,23:45,575,110
EZY7269,PMI,Majorca Palma,Spain,,11:25,MAN,Manchester,United Kingdom,Terminal 1,13:10,982,165
EZY727,MAN,Manchester,United Kingdom,Terminal 1,07:25,JER,Jersey,Jersey,,08:45,311,80
EZY7270,MAN,Manchester,United Kingdom,Terminal 1,13:55,PMI,Majorca Palma,Spain,,17:30,982,155
EZY728,JER,Jersey,Jersey,,09:15,MAN,Manchester,United Kingdom,Terminal 1,10:35,311,80
EZY7337,PMI,Majorca Palma,Spain,,18:30,BER,Berlin Brandenburg,Germany,Terminal 1,21:25,1073,175
EZY7338,BER,Berlin Brandenburg,Germany,Terminal 1,22:00,PMI,Majorca Palma,Spain,,08 Jun 00:45,1010,165
EZY7523,FAO,Faro,Portugal,,07:00,BSL,Basel,Switzerland,checkin Swiss sector,10:50,1075,170
EZY7524,BSL,Basel,Switzerland,checkin Swiss sector,11:20,FAO,Faro,Portugal,,13:10,1075,170
EZY7623,LIS,Lisbon,Portugal,T1,11:50,FNC,Madeira Funchal,Portugal,,13:35,600,105
EZY7624,FNC,Madeira Funchal,Portugal,,14:20,LIS,Lisbon,Portugal,T1,16:05,600,105
EZY7861,AMS,Amsterdam,Netherlands,,15:15,BSL,Basel,Switzerland,checkin Swiss sector,16:35,349,80
EZY7862,BSL,Basel,Switzerland,checkin Swiss sector,17:05,AMS,Amsterdam,Netherlands,,18:35,349,90
EZY7867,AMS,Amsterdam,Netherlands,,18:35,GVA,Geneva,Switzerland,,20:05,424,90
EZY7868,GVA,Geneva,Switzerland,,20:40,AMS,Amsterdam,Netherlands,,22:15,424,95
EZY7963,AMS,Amsterdam,Netherlands,,07:00,FAO,Faro,Portugal,,09:15,1386,195
EZY7964,FAO,Faro,Portugal,,09:45,AMS,Amsterdam,Netherlands,,14:05,1378,200
EZY8038,TFS,Tenerife South,Spain,,00:50,LGW,London Gatwick,United Kingdom,North Terminal,05:00,1809,250
EZY8039,LGW,London Gatwick,United Kingdom,North Terminal,12:50,TFS,Tenerife South,Spain,,17:20,1809,270
EZY8040,TFS,Tenerife South,Spain,,18:30,LGW,London Gatwick,United Kingdom,North Terminal,22:40,1809,260
EZY8075,LGW,London Gatwick,United Kingdom,North Terminal,19:40,AGP,Malaga,Spain,,23:25,1022,165
EZY8083,LGW,London Gatwick,United Kingdom,North Terminal,06:35,PMI,Majorca Palma,Spain,,10:00,813,145
EZY8084,PMI,Majorca Palma,Spain,,10:40,LGW,London Gatwick,United Kingdom,North Terminal,12:15,813,155
EZY8189,LGW,London Gatwick,United Kingdom,North Terminal,08:00,JMK,Mykonos,Greece,,13:45,1568,225
EZY8190,JMK,Mykonos,Greece,,14:35,LGW,London Gatwick,United Kingdom,North Terminal,16:30,1568,235
EZY8199,LGW,London Gatwick,United Kingdom,North Terminal,09:55,EFL,Kefalonia,Greece,,15:30,1352,215
EZY8200,EFL,Kefalonia,Greece,,16:10,LGW,London Gatwick,United Kingdom,North Terminal,17:45,1352,215
EZY8234,RHO,Rhodes,Greece,,04:20,LGW,London Gatwick,United Kingdom,North Terminal,06:35,1725,255
EZY8245,LGW,London Gatwick,United Kingdom,North Terminal,14:05,SKG,Thessaloniki,Greece,,19:20,1329,195
EZY8246,SKG,Thessaloniki,Greece,,20:00,LGW,London Gatwick,United Kingdom,North Terminal,21:30,1329,210
EZY8253,LGW,London Gatwick,United Kingdom,North Terminal,17:30,JTR,Santorini,Greece,,23:25,1624,235
EZY8323,LGW,London Gatwick,United Kingdom,North Terminal,06:35,FCO,Rome Fiumicino,Italy,Terminal 3,10:15,875,160
EZY8324,FCO,Rome Fiumicino,Italy,Terminal 3,10:50,LGW,London Gatwick,United Kingdom,North Terminal,12:35,875,165
EZY833,LGW,London Gatwick,United Kingdom,North Terminal,18:55,BFS,Belfast Intl,United Kingdom,,20:25,350,90
EZY834,BFS,Belfast Intl,United Kingdom,,21:00,LGW,London Gatwick,United Kingdom,North Terminal,22:25,350,85
EZY8393,LGW,London Gatwick,United Kingdom,North Terminal,13:00,TLN,Toulon-Hyères,France,,16:05,669,125
EZY8394,TLN,Toulon-Hyères,France,,16:45,LGW,London Gatwick,United Kingdom,North Terminal,17:45,637,120
EZY8408,CDG,Paris Charles de Gaulle,France,,19:35,LGW,London Gatwick,United Kingdom,North Terminal,19:40,191,65
EZY8559,LGW,London Gatwick,United Kingdom,North Terminal,18:25,AYT,Antalya,Turkey,Terminal 2,08 Jun 00:45,1810,260
EZY8567,LGW,London Gatwick,United Kingdom,North Terminal,15:55,DLM,Dalaman,Turkey,,22:05,1738,250
EZY8677,AMS,Amsterdam,Netherlands,,15:00,LGW,London Gatwick,United Kingdom,North Terminal,15:20,227,80
EZY8697,LGW,London Gatwick,United Kingdom,North Terminal,08:50,SZG,Salzburg,Austria,,11:50,637,120
EZY8698,SZG,Salzburg,Austria,,12:35,LGW,London Gatwick,United Kingdom,North Terminal,13:35,637,120
EZY8709,LGW,London Gatwick,United Kingdom,North Terminal,07:20,RAK,Marrakech,Morocco,,11:00,1407,220
EZY8710,RAK,Marrakech,Morocco,,12:00,LGW,London Gatwick,United Kingdom,North Terminal,15:40,1407,220
EZY8723,LGW,London Gatwick,United Kingdom,North Terminal,17:40,CPH,Copenhagen,Denmark,,20:35,613,115
EZY8724,CPH,Copenhagen,Denmark,,21:05,LGW,London Gatwick,United Kingdom,North Terminal,22:10,613,125
EZY8885,LIL,Lille,France,,09:40,PMI,Majorca Palma,Spain,,11:45,669,125
EZY8886,PMI,Majorca Palma,Spain,,06:50,LIL,Lille,France,,09:10,817,140
EZY1029,BSL,Basel,Switzerland,checkin Swiss sector,12:50,BCN,Barcelona,Spain,Terminal 2C,14:35,511,105
EZY1030,BCN,Barcelona,Spain,Terminal 2C,15:10,BSL,Basel,Switzerland,checkin Swiss sector,17:05,511,115
EZY1101,NAP,Naples,Italy,,18:50,BSL,Basel,Switzerland,checkin Swiss sector,20:40,571,110
EZY1102,BSL,Basel,Switzerland,checkin Swiss sector,21:10,NAP,Naples,Italy,,22:50,571,100
EZY1149,BSL,Basel,Switzerland,checkin Swiss sector,15:50,HER,Crete Heraklion,Greece,,19:50,1171,180
EZY1150,HER,Crete Heraklion,Greece,,20:35,BSL,Basel,Switzerland,checkin Swiss sector,22:50,1386,195
EZY1161,BSL,Basel,Switzerland,checkin Swiss sector,06:20,SPU,Split,Croatia,,07:55,509,95
EZY1162,SPU,Split,Croatia,,08:30,BSL,Basel,Switzerland,checkin Swiss sector,10:05,509,95
EZY1187,BSL,Basel,Switzerland,checkin Swiss sector,15:15,BER,Berlin Brandenburg,Germany,Terminal 1,16:50,450,95
EZY1188,BER,Berlin Brandenburg,Germany,Terminal 1,17:25,BSL,Basel,Switzerland,checkin Swiss sector,18:55,399,90
EZY1217,BSL,Basel,Switzerland,checkin Swiss sector,11:15,BUD,Budapest,Hungary,Terminal 2,12:55,548,100
EZY1218,BUD,Budapest,Hungary,Terminal 2,13:25,BSL,Basel,Switzerland,checkin Swiss sector,15:10,548,105
EZY1309,GVA,Geneva,Switzerland,,07:10,TLS,Toulouse,France,,08:20,294,70
EZY1310,TLS,Toulouse,France,,08:50,GVA,Geneva,Switzerland,,10:00,294,70
EZY1339,GVA,Geneva,Switzerland,,15:35,ORY,Paris Orly,France,,16:40,246,65
EZY1340,ORY,Paris Orly,France,,17:25,GVA,Geneva,Switzerland,,18:30,246,65
EZY1359,GVA,Geneva,Switzerland,,10:45,NCE,Nice,France,Terminal 2,11:50,186,65
EZY1360,NCE,Nice,France,Terminal 2,12:30,GVA,Geneva,Switzerland,,13:30,186,60
EZY1401,GVA,Geneva,Switzerland,,12:00,LCG,La Coruña,Spain,,14:15,769,135
EZY1402,LCG,La Coruña,Spain,,14:55,GVA,Geneva,Switzerland,,17:10,769,135
EZY1421,GVA,Geneva,Switzerland,,10:40,CAG,Sardinia Cagliari,Italy,,12:15,505,95
EZY1422,CAG,Sardinia Cagliari,Italy,,12:45,GVA,Geneva,Switzerland,,14:20,505,95
EZY1495,GVA,Geneva,Switzerland,,17:45,PRN,Pristina,Kosovo,Terminal 1,20:05,780,140
EZY1515,GVA,Geneva,Switzerland,,07:10,AMS,Amsterdam,Netherlands,,08:45,424,95
EZY1516,AMS,Amsterdam,Netherlands,,09:15,GVA,Geneva,Switzerland,,10:45,424,90
EZY1827,BOD,Bordeaux,France,Billi L,15:20,NCE,Nice,France,Terminal 2,16:40,402,80
EZY1828,NCE,Nice,France,Terminal 2,17:10,BOD,Bordeaux,France,Billi L,18:35,402,85
EZY1871,BOD,Bordeaux,France,Billi L,06:25,FAO,Faro,Portugal,,07:20,588,115
EZY1872,FAO,Faro,Portugal,,07:55,BOD,Bordeaux,France,Billi L,10:50,588,115
EZY1875,BOD,Bordeaux,France,Billi L,10:25,OPO,Porto,Portugal,,11:05,482,100
EZY1876,OPO,Porto,Portugal,,11:45,BOD,Bordeaux,France,Billi L,14:20,450,95
EZY2021,MAN,Manchester,United Kingdom,Terminal 1,17:00,PMI,Majorca Palma,Spain,,20:40,982,160
EZY2022,PMI,Majorca Palma,Spain,,21:20,MAN,Manchester,United Kingdom,Terminal 1,23:05,982,165
EZY2031,MAN,Manchester,United Kingdom,Terminal 1,16:40,MAH,Menorca Mahon,Spain,,20:20,966,160
EZY2032,MAH,Menorca Mahon,Spain,,21:00,MAN,Manchester,United Kingdom,Terminal 1,22:45,1010,165
EZY2035,MAN,Manchester,United Kingdom,Terminal 1,18:25,BCN,Barcelona,Spain,Terminal 2C,21:40,769,135
EZY2036,BCN,Barcelona,Spain,Terminal 2C,22:25,MAN,Manchester,United Kingdom,Terminal 1,05 Jun 00:10,1010,165
EZY2077,MAN,Manchester,United Kingdom,Terminal 1,15:15,JMK,Mykonos,Greece,,21:15,1717,240
EZY2078,JMK,Mykonos,Greece,,21:55,MAN,Manchester,United Kingdom,Terminal 1,05 Jun 00:05,1717,250
EZY2081,MAN,Manchester,United Kingdom,Terminal 1,17:25,ATH,Athens,Greece,,23:15,1641,230
EZY2115,MAN,Manchester,United Kingdom,Terminal 1,13:55,ORY,Paris Orly,France,ORY3,16:40,538,105
EZY2116,ORY,Paris Orly,France,ORY3,17:15,MAN,Manchester,United Kingdom,Terminal 1,17:50,450,95
EZY215,BRS,Bristol,United Kingdom,,14:10,EDI,Edinburgh,United Kingdom,,15:25,317,75
EZY216,EDI,Edinburgh,United Kingdom,,16:05,BRS,Bristol,United Kingdom,,17:20,317,75
EZY2183,MAN,Manchester,United Kingdom,Terminal 1,07:05,GVA,Geneva,Switzerland,,10:00,618,115
EZY2184,GVA,Geneva,Switzerland,,10:35,MAN,Manchester,United Kingdom,Terminal 1,11:25,618,110
EZY2259,MAN,Manchester,United Kingdom,Terminal 1,06:45,KEF,Reykjavik Keflavik,Iceland,,08:35,1030,170
EZY2260,KEF,Reykjavik Keflavik,Iceland,,09:15,MAN,Manchester,United Kingdom,Terminal 1,12:55,1030,160
EZY2277,MAN,Manchester,United Kingdom,Terminal 1,19:15,ALC,Alicante,Spain,,23:00,1044,165
EZY2278,ALC,Alicante,Spain,,23:40,MAN,Manchester,United Kingdom,Terminal 1,05 Jun 01:30,1044,170
EZY2346,ALC,Alicante,Spain,,00:40,LTN,London Luton,United Kingdom,,02:10,939,150
EZY2352,IBZ,Ibiza,Spain,,00:25,LTN,London Luton,United Kingdom,,01:50,902,145
EZY239,BRS,Bristol,United Kingdom,,16:00,NCL,Newcastle,United Kingdom,,17:00,256,60
EZY240,NCL,Newcastle,United Kingdom,,17:30,BRS,Bristol,United Kingdom,,18:35,256,65
EZY2403,LTN,London Luton,United Kingdom,,17:25,CHQ,Crete Chania,Greece,Terminal 1,23:25,1673,240
EZY2427,LTN,London Luton,United Kingdom,,12:25,NCE,Nice,France,Terminal 2,15:35,668,130
EZY2428,NCE,Nice,France,Terminal 2,16:05,LTN,London Luton,United Kingdom,,17:15,668,130
EZY2557,LTN,London Luton,United Kingdom,,15:30,DLM,Dalaman,Turkey,,21:45,1779,255
EZY2558,DLM,Dalaman,Turkey,,22:40,LTN,London Luton,United Kingdom,,05 Jun 00:50,1717,250
EZY2603,LTN,London Luton,United Kingdom,,14:00,BER,Berlin Brandenburg,Germany,Terminal 1,16:50,575,110
EZY2604,BER,Berlin Brandenburg,Germany,Terminal 1,17:25,LTN,London Luton,United Kingdom,,18:20,588,115
EZY2737,BRS,Bristol,United Kingdom,,08:10,BIO,Bilbao,Spain,,10:55,538,105
EZY2738,BIO,Bilbao,Spain,,11:35,BRS,Bristol,United Kingdom,,12:20,538,105
EZY2821,BRS,Bristol,United Kingdom,,06:35,RHO,Rhodes,Greece,,12:50,1779,255
EZY2822,RHO,Rhodes,Greece,,13:40,BRS,Bristol,United Kingdom,,16:05,1864,265
EZY2883,BRS,Bristol,United Kingdom,,07:35,GVA,Geneva,Switzerland,,10:15,537,100
EZY2884,GVA,Geneva,Switzerland,,10:50,BRS,Bristol,United Kingdom,,11:35,537,105
EZY3101,GLA,Glasgow,United Kingdom,,07:45,BCN,Barcelona,Spain,Terminal 2C,11:30,1010,165
EZY3102,BCN,Barcelona,Spain,Terminal 2C,12:10,GLA,Glasgow,United Kingdom,,14:20,1297,190
EZY3103,GLA,Glasgow,United Kingdom,,06:20,AGP,Malaga,Spain,,10:40,1326,200
EZY3104,AGP,Malaga,Spain,,11:15,GLA,Glasgow,United Kingdom,,13:40,1326,205
EZY3203,EDI,Edinburgh,United Kingdom,,14:20,ACE,Lanzarote,Spain,,19:00,1453,220
EZY3204,ACE,Lanzarote,Spain,,19:50,EDI,Edinburgh,United Kingdom,,05 Jun 00:30,2360,340
EZY3233,EDI,Edinburgh,United Kingdom,,09:35,CFU,Corfu,Greece,,15:15,1453,220
EZY3234,CFU,Corfu,Greece,,15:55,EDI,Edinburgh,United Kingdom,,17:50,1574,235
EZY3265,EDI,Edinburgh,United Kingdom,,07:10,HAM,Hamburg,Germany,Terminal 1,09:55,557,105
EZY3266,HAM,Hamburg,Germany,Terminal 1,10:25,EDI,Edinburgh,United Kingdom,,11:15,557,110
EZY3293,EDI,Edinburgh,United Kingdom,,13:30,GVA,Geneva,Switzerland,,16:40,786,130
EZY3294,GVA,Geneva,Switzerland,,17:15,EDI,Edinburgh,United Kingdom,,18:30,786,135
EZY333,EDI,Edinburgh,United Kingdom,,12:40,BHX,Birmingham,United Kingdom,,13:50,284,70
EZY334,BHX,Birmingham,United Kingdom,,14:20,EDI,Edinburgh,United Kingdom,,15:30,284,70
EZY3375,LPL,Liverpool,United Kingdom,,19:40,PMI,Majorca Palma,Spain,,23:10,988,150
EZY3376,PMI,Majorca Palma,Spain,,23:50,LPL,Liverpool,United Kingdom,,05 Jun 01:30,988,160
EZY3483,LPL,Liverpool,United Kingdom,,11:15,CFU,Corfu,Greece,,16:40,1401,205
EZY3484,CFU,Corfu,Greece,,17:20,LPL,Liverpool,United Kingdom,,19:00,1453,220
EZY3485,LPL,Liverpool,United Kingdom,,07:10,KGS,Kos,Greece,Terminal 1,13:20,1717,250
EZY3486,KGS,Kos,Greece,Terminal 1,14:10,LPL,Liverpool,United Kingdom,,16:45,1933,275
EZY3513,MXP,Milan Malpensa,Italy,T2,07:00,BDS,Brindisi,Italy,,08:45,578,105
EZY3514,BDS,Brindisi,Italy,,09:15,MXP,Milan Malpensa,Italy,T2,11:00,578,105
EZY3533,MXP,Milan Malpensa,Italy,T2,16:20,BRI,Bari,Italy,,17:50,509,90
EZY3534,BRI,Bari,Italy,,18:25,MXP,Milan Malpensa,Italy,T2,20:00,509,95
EZY3541,MXP,Milan Malpensa,Italy,T2,15:55,CTA,Sicily Catania,Italy,Terminal C,17:50,652,115
EZY3542,CTA,Sicily Catania,Italy,Terminal C,18:25,MXP,Milan Malpensa,Italy,T2,20:25,652,120
EZY3569,MXP,Milan Malpensa,Italy,T2,16:05,CAG,Sardinia Cagliari,Italy,,17:30,441,85
EZY3570,CAG,Sardinia Cagliari,Italy,,18:00,MXP,Milan Malpensa,Italy,T2,19:25,441,85
EZY3596,OLB,Sardinia Olbia,Italy,Terminal 1,20:20,MXP,Milan Malpensa,Italy,T2,21:30,329,70
EZY3597,MXP,Milan Malpensa,Italy,T2,14:20,OLB,Sardinia Olbia,Italy,Terminal 1,15:40,329,80
EZY3601,MXP,Milan Malpensa,Italy,T2,20:30,SUF,Lamezia,Italy,,22:15,603,105
EZY3602,SUF,Lamezia,Italy,,22:55,MXP,Milan Malpensa,Italy,T2,05 Jun 00:40,603,105
EZY3611,MXP,Milan Malpensa,Italy,T2,11:20,NAP,Naples,Italy,,12:45,431,85
EZY3612,NAP,Naples,Italy,,13:20,MXP,Milan Malpensa,Italy,T2,14:50,431,90
